concept_id,node_type,preferred_name,source,category,synonyms
SCTID:769222008,Disease,Clinically significant macular edema of left eye due to diabetes mellitus,SNOMEDCT,Complication,Clinically significant macular edema of left eye due to diabetes mellitus | Clinically significant macular oedema of left eye due to diabetes mellitus
SCTID:769244003,Disease,Disorder of right macula due to diabetes mellitus,SNOMEDCT,Complication,Diabetic maculopathy of right eye | Disorder of right macula due to diabetes mellitus | Maculopathy of right eye due to diabetes mellitus | Maculopathy of right eye with diabetes mellitus
SCTID:769245002,Disease,Disorder of left macula due to diabetes mellitus,SNOMEDCT,Complication,Diabetic maculopathy of left eye | Disorder of left macula due to diabetes mellitus | Maculopathy of left eye due to diabetes mellitus | Maculopathy of left eye with diabetes mellitus
SCTID:770094004,Disease,Cervical radiculoplexus neuropathy due to diabetes mellitus,SNOMEDCT,Complication,CRPN - diabetic cervical radiculoplexus neuropathy | Cervical radiculoplexus neuropathy due to diabetes mellitus | Cervical radiculoplexus neuropathy with diabetes mellitus | Diabetic cervical radiculoplexoneuropathy
SCTID:770095003,Disease,Cranial nerve palsy due to diabetes mellitus,SNOMEDCT,Complication,Cranial nerve palsy due to diabetes mellitus | Cranial nerve palsy with diabetes mellitus
SCTID:770096002,Disease,Erectile dysfunction due to diabetes mellitus,SNOMEDCT,Complication,Erectile dysfunction due to diabetes mellitus | Erectile dysfunction with diabetes mellitus
SCTID:770097006,Disease,Clinically significant macular edema due to diabetes mellitus,SNOMEDCT,Complication,Clinically significant macular edema due to diabetes mellitus | Clinically significant macular edema with diabetes mellitus | Clinically significant macular oedema due to diabetes mellitus | Clinically significant macular oedema with diabetes mellitus
SCTID:770098001,Disease,Cranial nerve palsy due to type 1 diabetes mellitus,SNOMEDCT,Complication,Cranial nerve palsy due to type 1 diabetes mellitus | Cranial nerve palsy with type 1 diabetes mellitus | Cranial nerve palsy with type I diabetes mellitus
SCTID:770323005,Disease,Retinal edema due to diabetes mellitus,SNOMEDCT,Complication,Retinal edema due to diabetes mellitus | Retinal edema with diabetes mellitus | Retinal oedema due to diabetes mellitus | Retinal oedema with diabetes mellitus
SCTID:770324004,Disease,Ischemia of retina due to diabetes mellitus,SNOMEDCT,Complication,Ischaemia of retina due to diabetes mellitus | Ischemia of retina due to diabetes mellitus | Retinal ischaemia due to diabetes mellitus | Retinal ischaemia with diabetes mellitus | Retinal ischemia due to diabetes mellitus | Retinal ischemia with diabetes mellitus
SCTID:770361008,Disease,Vitreous hemorrhage of right eye due to diabetes mellitus,SNOMEDCT,Complication,Diabetic vitreous haemorrhage of right eye | Diabetic vitreous hemorrhage of right eye | Vitreous haemorrhage of right eye due to diabetes mellitus | Vitreous haemorrhage of right eye with diabetes mellitus | Vitreous hemorrhage of right eye due to diabetes mellitus | Vitreous hemorrhage of right eye with diabetes mellitus
SCTID:770362001,Disease,Vitreous hemorrhage of left eye due to diabetes mellitus,SNOMEDCT,Complication,Diabetic vitreous haemorrhage of left eye | Diabetic vitreous hemorrhage of left eye | Vitreous haemorrhage of left eye due to diabetes mellitus | Vitreous haemorrhage of left eye with diabetes mellitus | Vitreous hemorrhage of left eye due to diabetes mellitus | Vitreous hemorrhage of left eye with diabetes mellitus
SCTID:770581008,Disease,Microaneurysm of right retinal artery due to diabetes mellitus,SNOMEDCT,Complication,Diabetic retinal microaneurysm of right eye | Microaneurysm of right retinal artery due to diabetes mellitus | Retinal microaneurysm of right eye with diabetes mellitus
SCTID:770582001,Disease,Microaneurysm of left retinal artery due to diabetes mellitus,SNOMEDCT,Complication,Diabetic retinal microaneurysm of left eye | Microaneurysm of left retinal artery due to diabetes mellitus | Retinal microaneurysm of left eye with diabetes mellitus
SCTID:770599000,Disease,Venous beading of right retina due to diabetes mellitus,SNOMEDCT,Complication,Diabetic retinal venous beading of right eye | Retinal venous beading of right eye with diabetes mellitus | Venous beading of right retina due to diabetes mellitus
SCTID:770600002,Disease,Venous beading of left retina due to diabetes mellitus,SNOMEDCT,Complication,Diabetic retinal venous beading of left eye | Retinal venous beading of left eye with diabetes mellitus | Venous beading of left retina due to diabetes mellitus
SCTID:770765001,Disease,Proliferative retinopathy of right eye due to diabetes mellitus,SNOMEDCT,Complication,Proliferative diabetic retinopathy of right eye | Proliferative retinopathy of right eye due to diabetes mellitus | Proliferative retinopathy of right eye with diabetes mellitus
SCTID:770766000,Disease,Proliferative retinopathy of left eye due to diabetes mellitus,SNOMEDCT,Complication,Proliferative diabetic retinopathy of left eye | Proliferative retinopathy of left eye due to diabetes mellitus | Proliferative retinopathy of left eye with diabetes mellitus
SCTID:771000119108,Disease,Chronic kidney disease due to type 2 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease due to type 2 diabetes mellitus | Chronic renal impairment due to type 2 diabetes mellitus | Chronic renal impairment due to type II diabetes mellitus | Diabetic chronic renal impairment due to type 2 diabetes mellitus
SCTID:781000119106,Disease,Neuropathic arthropathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Diabetic Charcot's arthropathy associated with type 2 diabetes mellitus | Neuropathic arthropathy due to type 2 diabetes mellitus
SCTID:782755007,Disease,"Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome",SNOMEDCT,Complication,"Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome"
SCTID:782825008,Disease,"Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome",SNOMEDCT,Complication,"Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome"
SCTID:783722008,Disease,Myopathy and diabetes mellitus,SNOMEDCT,Complication,Myopathy and diabetes mellitus
SCTID:788878000,Disease,Cardiomyopathy due to diabetes mellitus,SNOMEDCT,Complication,Cardiomyopathy due to diabetes mellitus | Diabetic cardiomyopathy
SCTID:789562001,Disease,Ulcer of heel due to diabetes mellitus,SNOMEDCT,Complication,Ulcer of heel due to diabetes mellitus
SCTID:789567007,Disease,Ulcer of heel due to type 2 diabetes mellitus,SNOMEDCT,Complication,Ulcer of heel due to type 2 diabetes mellitus
SCTID:789568002,Disease,Ulcer of midfoot due to diabetes mellitus,SNOMEDCT,Complication,Ulcer of midfoot due to diabetes mellitus
SCTID:789569005,Disease,Neuropathic ulcer of heel due to type 2 diabetes mellitus,SNOMEDCT,Complication,Neuropathic ulcer of heel due to type 2 diabetes mellitus
SCTID:789570006,Disease,Neuropathic ulcer of midfoot due to type 2 diabetes mellitus,SNOMEDCT,Complication,Neuropathic ulcer of midfoot due to type 2 diabetes mellitus
SCTID:789571005,Disease,Ulcer of heel due to type 1 diabetes mellitus,SNOMEDCT,Complication,Ulcer of heel due to type 1 diabetes mellitus
SCTID:789572003,Disease,Ulcer of midfoot due to type 1 diabetes mellitus,SNOMEDCT,Complication,Ulcer of midfoot due to type 1 diabetes mellitus
SCTID:789585000,Disease,Sensory polyneuropathy due to diabetes mellitus,SNOMEDCT,Complication,Diabetic sensory polyneuropathy | Sensory polyneuropathy due to diabetes mellitus
SCTID:791000119109,Disease,Angina due to type 2 diabetes mellitus,SNOMEDCT,Complication,Angina due to type 2 diabetes mellitus
SCTID:792926007,Disease,Armanni-Ebstein kidney due to diabetes mellitus,SNOMEDCT,Complication,Armanni-Ebstein kidney due to diabetes mellitus
SCTID:79554005,Disease,Asymmetric proximal motor neuropathy due to diabetes mellitus,SNOMEDCT,Complication,Asymmetric diabetic proximal motor neuropathy | Asymmetric proximal motor neuropathy due to diabetes mellitus | Asymmetric proximal motor neuropathy with diabetes mellitus
SCTID:81531005,Disease,Diabetes mellitus type 2 in obese,SNOMEDCT,Complication,Diabetes mellitus type 2 in obese | Type 2 diabetes mellitus in obese
SCTID:816067005,Disease,"Diabetes, hypogonadism, deafness, intellectual disability syndrome",SNOMEDCT,Complication,"Diabetes, hypogonadism, deafness, intellectual disability syndrome | Woodhouse Sakati syndrome"
SCTID:816177009,Disease,Nonproliferative retinopathy of left eye due to diabetes mellitus,SNOMEDCT,Complication,Nonproliferative retinopathy of left eye due to diabetes mellitus
SCTID:816178004,Disease,Nonproliferative retinopathy of right eye due to diabetes mellitus,SNOMEDCT,Complication,Nonproliferative retinopathy of right eye due to diabetes mellitus
SCTID:816961009,Disease,Stable treated proliferative retinopathy of right eye due to diabetes mellitus,SNOMEDCT,Complication,Stable treated proliferative retinopathy of right eye due to diabetes mellitus
SCTID:816962002,Disease,Stable treated proliferative retinopathy of left eye due to diabetes mellitus,SNOMEDCT,Complication,Stable treated proliferative retinopathy of left eye due to diabetes mellitus
SCTID:81830002,Disease,Mononeuropathy simplex due to diabetes mellitus,SNOMEDCT,Complication,Diabetic mononeuropathy simplex | Mononeuropathy simplex due to diabetes mellitus | Mononeuropathy simplex with diabetes mellitus
SCTID:822995009,Disease,Hyperglycemia due to diabetes mellitus,SNOMEDCT,Complication,Hyperglycaemia due to diabetes mellitus | Hyperglycemia due to diabetes mellitus
SCTID:82541000119100,Disease,Traction detachment of retina due to type 2 diabetes mellitus,SNOMEDCT,Complication,Traction detachment of retina due to type 2 diabetes mellitus | Traction retinal detachment due to type 2 diabetes mellitus | Traction retinal detachment with type 2 diabetes mellitus
SCTID:82551000119103,Disease,Rubeosis iridis due to type 2 diabetes mellitus,SNOMEDCT,Complication,Rubeosis iridis due to type 2 diabetes mellitus | Rubeosis iridis with type 2 diabetes mellitus
SCTID:82571000119107,Disease,Traction detachment of retina due to type 1 diabetes mellitus,SNOMEDCT,Complication,Traction detachment of retina due to type 1 diabetes mellitus | Traction retinal detachment due to type 1 diabetes mellitus | Traction retinal detachment with type 1 diabetes mellitus
SCTID:82581000119105,Disease,Rubeosis iridis due to type 1 diabetes mellitus,SNOMEDCT,Complication,Rubeosis iridis due to type 1 diabetes mellitus | Rubeosis iridis with type 1 diabetes mellitus
SCTID:82980005,Disease,Anemia due to diabetes mellitus,SNOMEDCT,Complication,Anaemia due to diabetes mellitus | Anaemia of diabetes | Anemia due to diabetes mellitus | Anemia of diabetes
SCTID:84361000119102,Disease,Insulin reactive hypoglycemia due to type 2 diabetes mellitus,SNOMEDCT,Complication,Insulin reactive hypoglycaemia due to type 2 diabetes mellitus | Insulin reactive hypoglycaemia in type 2 diabetes mellitus | Insulin reactive hypoglycemia due to type 2 diabetes mellitus | Insulin reactive hypoglycemia in type 2 diabetes mellitus
SCTID:84371000119108,Disease,Hypoglycemia due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypoglycaemia due to type 1 diabetes mellitus | Hypoglycemia due to type 1 diabetes mellitus
SCTID:860721006,Disease,Disorder of macula of bilateral eyes due to diabetes mellitus,SNOMEDCT,Complication,Disorder of macula of bilateral eyes due to diabetes mellitus
SCTID:860798008,Disease,Glaucoma due to diabetes mellitus,SNOMEDCT,Complication,Glaucoma due to diabetes mellitus
SCTID:860883001,Disease,Generalized autonomic neuropathy due to diabetes mellitus,SNOMEDCT,Complication,Generalised autonomic neuropathy due to diabetes mellitus | Generalised diabetic autonomic neuropathy | Generalized autonomic neuropathy due to diabetes mellitus | Generalized diabetic autonomic neuropathy
SCTID:860977000,Disease,Ulcer of right foot due to diabetes mellitus,SNOMEDCT,Complication,Ulcer of right foot due to diabetes mellitus
SCTID:860978005,Disease,Ulcer of left foot due to diabetes mellitus,SNOMEDCT,Complication,Ulcer of left foot due to diabetes mellitus
SCTID:860979002,Disease,Chronic ulcer of right foot due to diabetes mellitus,SNOMEDCT,Complication,Chronic ulcer of right foot due to diabetes mellitus
SCTID:860980004,Disease,Chronic ulcer of left foot due to diabetes mellitus,SNOMEDCT,Complication,Chronic ulcer of left foot due to diabetes mellitus
SCTID:870420005,Disease,Severe nonproliferative retinopathy with venous beading of retina due to diabetes mellitus,SNOMEDCT,Complication,Severe nonproliferative diabetic retinopathy with venous beading | Severe nonproliferative retinopathy with venous beading of retina due to diabetes mellitus
SCTID:870421009,Disease,Cystoid macular edema due to diabetes mellitus,SNOMEDCT,Complication,Cystoid macular edema due to diabetes mellitus | Cystoid macular oedema due to diabetes mellitus
SCTID:870528001,Disease,Newly diagnosed type 1 diabetes mellitus,SNOMEDCT,Complication,Newly diagnosed diabetes mellitus type 1 | Newly diagnosed type 1 diabetes mellitus
SCTID:870529009,Disease,Persistent macular edema due to diabetes mellitus,SNOMEDCT,Complication,Persistent macular edema due to diabetes mellitus | Persistent macular oedema due to diabetes mellitus
SCTID:871778008,Disease,Centrally involved macular edema due to diabetes mellitus,SNOMEDCT,Complication,Centrally involved macular edema due to diabetes mellitus | Centrally involved macular oedema due to diabetes mellitus
SCTID:871781003,Disease,Non centrally involved macular edema due to diabetes mellitus,SNOMEDCT,Complication,Non centrally involved macular edema due to diabetes mellitus | Non centrally involved macular oedema due to diabetes mellitus
SCTID:87441000119104,Disease,Ulcer of ankle due to type 2 diabetes mellitus,SNOMEDCT,Complication,Ankle ulcer due to type 2 diabetes mellitus | Ulcer of ankle due to type 2 diabetes mellitus
SCTID:87461000119100,Disease,Ulcer of forefoot due to type 2 diabetes mellitus,SNOMEDCT,Complication,Forefoot ulcer due to type 2 diabetes mellitus | Ulcer of forefoot due to type 2 diabetes mellitus
SCTID:87471000119106,Disease,Ulcer of ankle due to type 1 diabetes mellitus,SNOMEDCT,Complication,Ankle ulcer due to type 1 diabetes mellitus | Ulcer of ankle due to type 1 diabetes mellitus
SCTID:87491000119107,Disease,Ulcer of forefoot due to type 1 diabetes mellitus,SNOMEDCT,Complication,Forefoot ulcer due to type 1 diabetes mellitus | Ulcer of forefoot due to type 1 diabetes mellitus
SCTID:87921000119104,Disease,Cranial nerve palsy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Cranial nerve palsy due to type 2 diabetes mellitus | Cranial nerve palsy with type 2 diabetes mellitus | Cranial nerve palsy with type II diabetes mellitus
SCTID:8801005,Disease,Secondary diabetes mellitus,SNOMEDCT,Complication,Secondary diabetes mellitus
SCTID:890171006,Disease,Ketosis-prone diabetes mellitus,SNOMEDCT,Complication,Ketosis-prone diabetes mellitus
SCTID:90721000119101,Disease,Chronic kidney disease stage 1 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 1 due to type 1 diabetes mellitus | Chronic kidney disease stage 1 due to type I diabetes mellitus
SCTID:90731000119103,Disease,Chronic kidney disease stage 2 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 2 due to type 1 diabetes mellitus | Chronic kidney disease stage 2 due to type I diabetes mellitus
SCTID:90741000119107,Disease,Chronic kidney disease stage 3 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 3 due to type 1 diabetes mellitus | Chronic kidney disease stage 3 due to type I diabetes mellitus
SCTID:90751000119109,Disease,Chronic kidney disease stage 4 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 4 due to type 1 diabetes mellitus | Chronic kidney disease stage 4 due to type I diabetes mellitus
SCTID:90761000119106,Disease,Chronic kidney disease stage 5 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 5 due to type 1 diabetes mellitus | Chronic kidney disease stage 5 due to type I diabetes mellitus
SCTID:90781000119102,Disease,Microalbuminuria due to type 2 diabetes mellitus,SNOMEDCT,Complication,Microalbuminuria due to type 2 diabetes mellitus
SCTID:91352004,Disease,Diabetes mellitus due to structurally abnormal insulin,SNOMEDCT,Complication,Diabetes mellitus due to structurally abnormal insulin | Insulinopathy
SCTID:96441000119101,Disease,Chronic kidney disease due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease due to type 1 diabetes mellitus | Chronic kidney disease due to type I diabetes mellitus
SCTID:97331000119101,Disease,Macular edema and retinopathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Macular edema and retinopathy due to type 2 diabetes mellitus | Macular oedema and retinopathy due to type 2 diabetes mellitus
SCTID:97341000119105,Disease,Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus,SNOMEDCT,Complication,Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus | Proliferative retinopathy with retinal oedema due to type 2 diabetes mellitus
SCTID:97621000119107,Disease,Stasis ulcer due to type 2 diabetes mellitus,SNOMEDCT,Complication,Stasis ulcer due to type 2 diabetes mellitus
SCTID:9859006,Disease,Acanthosis nigricans due to type 2 diabetes mellitus,SNOMEDCT,Complication,Acanthosis nigricans due to type 2 diabetes mellitus | Insulin-resistant diabetes mellitus AND acanthosis nigricans | Type 2 diabetes mellitus with acanthosis nigricans
SCTID:103001000119108,Disease,Lesion of skin of foot,SNOMEDCT,disorder,Lesion of skin of foot
SCTID:103276001,Finding,Decreased hearing,SNOMEDCT,finding,Decreased hearing
SCTID:104485008,Procedure,"Albumin measurement, serum",SNOMEDCT,procedure,"Albumin measurement, serum | SA - Serum albumin | Serum albumin | Serum albumin level"
SCTID:104780002,Procedure,Lipids measurement,SNOMEDCT,procedure,Lipids measurement
SCTID:105597003,Disease,Blindness AND/OR vision impairment level,SNOMEDCT,disorder,Blindness AND/OR vision impairment level
SCTID:10596002,Disease,Peripheral vascular complication,SNOMEDCT,disorder,Peripheral vascular complication
SCTID:106000008,Disease,Metabolic renal disease,SNOMEDCT,disorder,Metabolic disorders of the kidney | Metabolic renal disease
SCTID:106018006,Disease,Hereditary degenerative disease of central nervous system,SNOMEDCT,disorder,Hereditary degenerative disease of central nervous system
SCTID:106153001,Finding,Third cranial nerve finding,SNOMEDCT,finding,Oculomotor nerve finding | Third cranial nerve finding
SCTID:10635631000119106,Disease,Chronic ulcer of left foot,SNOMEDCT,disorder,Chronic ulcer of left foot
SCTID:10636431000119100,Disease,Chronic ulcer of right foot,SNOMEDCT,disorder,Chronic ulcer of right foot
SCTID:10662511000119101,Disease,Ulcer of midfoot,SNOMEDCT,disorder,Ulcer of midfoot
SCTID:10680005,Disease,Insulin receptor defect,SNOMEDCT,disorder,Insulin receptor defect
SCTID:107669003,Morphology,Degenerative abnormality,SNOMEDCT,morphologic abnormality,Degenerative abnormality
SCTID:11164009,Disease,Autosomal dominant hereditary disorder,SNOMEDCT,disorder,AD - Autosomal dominant | Autosomal dominant hereditary disorder
SCTID:112641009,Morphology,Telangiectasis,SNOMEDCT,morphologic abnormality,Telangiectasia | Telangiectasis
SCTID:112674009,Morphology,Fibrosis,SNOMEDCT,morphologic abnormality,Fibroplasia | Fibrosis | Fibrous repair | Fibrous replacement | Fibrous thickening
SCTID:113276009,AnatomicalSite,Intestinal structure,SNOMEDCT,body structure,Bowel | Intestinal structure | Intestinal tract | Intestines
SCTID:113279002,AnatomicalSite,Gingival structure,SNOMEDCT,body structure,Gingiva | Gingival structure | Gum
SCTID:113313006,AnatomicalSite,Structure of cochlear nerve,SNOMEDCT,body structure,Cochlear division of vestibulocochlear nerve | Cochlear nerve | Cochlear root of acoustic nerve | Cochlear root of eighth cranial nerve | Structure of cochlear nerve
SCTID:113319005,AnatomicalSite,Structure of femoral nerve,SNOMEDCT,body structure,Femoral nerve | Structure of femoral nerve
SCTID:113331007,AnatomicalSite,Structure of endocrine system,SNOMEDCT,body structure,Endocrine structure | Endocrine system | Endocrine system structure | Structure of endocrine system
SCTID:1137472008,Disease,Neurodevelopmental delay,SNOMEDCT,disorder,Neurodevelopmental delay
SCTID:1148758003,Disease,Congenital microcephaly,SNOMEDCT,disorder,Congenital microcephalus | Congenital microcephaly
SCTID:1148903009,Disease,Secondary disorder of glomerulus,SNOMEDCT,disorder,Secondary disorder of glomerulus | Secondary glomerular disease
SCTID:1153477009,Finding,Serum albumin below reference range,SNOMEDCT,finding,Serum albumin below reference range
SCTID:1153623003,Disease,Disorder of nerve due to metabolic disease,SNOMEDCT,disorder,Disorder of nerve due to metabolic disease | Metabolic neuropathy
SCTID:1153637007,LabTest,Body height,SNOMEDCT,observable entity,Body height
SCTID:1156670009,Qualifier,Maternal antenatal and/or intrapartum time period,SNOMEDCT,qualifier value,Maternal antenatal and/or intrapartum time period | Maternal pregnancy period
SCTID:1156672001,Qualifier,Maternal antenatal period,SNOMEDCT,qualifier value,Maternal antenatal period
SCTID:1156682000,Qualifier,Maternal intrapartum period,SNOMEDCT,qualifier value,Maternal intrapartum period
SCTID:116225000,Disease,Complication of injury,SNOMEDCT,disorder,Complication of injury
SCTID:1162508007,Finding,Motor function,SNOMEDCT,finding,Motor function
SCTID:1162975000,Disease,Maternally inherited mitochondrial deoxyribonucleic acid disease,SNOMEDCT,disorder,Maternally inherited mitochondrial deoxyribonucleic acid disease | Maternally inherited mitochondrial disease | Maternally inherited mtDNA (mitochondrial deoxyribonucleic acid) disorder
SCTID:1172654005,Finding,High density lipoprotein below reference range,SNOMEDCT,finding,High density lipoprotein below reference range
SCTID:117590005,AnatomicalSite,Ear structure,SNOMEDCT,body structure,Ear | Ear structure | Ear-related structure
SCTID:118188004,Finding,Neonatal finding,SNOMEDCT,finding,Finding of neonate | Finding of newborn | Neonatal finding | Observation of neonate
SCTID:118897002,Procedure,Procedure on eye proper,SNOMEDCT,procedure,Eye procedure | Globe procedure | Procedure on eye | Procedure on eye proper | Procedure on eyeball
SCTID:118932009,Disease,Disorder of foot,SNOMEDCT,disorder,Disorder of foot
SCTID:118937003,Disease,Disorder of lower limb,SNOMEDCT,disorder,Disorder of lower extremity | Disorder of lower limb
SCTID:118940003,Disease,Disorder of nervous system,SNOMEDCT,disorder,Disorder of nervous system | Nervous system disease | Neurological disorder
SCTID:119218006,AnatomicalSite,Pancreas part,SNOMEDCT,body structure,Pancreas part
SCTID:11953005,LabTest,Renal function,SNOMEDCT,observable entity,Renal function
SCTID:1217346007,Finding,Blood substance level above reference range,SNOMEDCT,finding,Blood substance level above reference range
SCTID:1237116009,Disease,Venous ulcer of lower limb,SNOMEDCT,disorder,Stasis ulcer of lower extremity | Stasis ulcer of lower limb | Venous ulcer of lower extremity | Venous ulcer of lower limb
SCTID:124042003,Finding,Lipid above reference range,SNOMEDCT,finding,Increased lipid | Lipid above reference range
SCTID:1250004,Qualifier,Decreased,SNOMEDCT,qualifier value,Decreased | Decreased by | Diminished
SCTID:12511000132108,Finding,Persistent proteinuria,SNOMEDCT,finding,Persistent proteinuria
SCTID:125116007,Finding,Chronic erythema,SNOMEDCT,finding,Chronic erythema
SCTID:125564007,Morphology,Diffuse fibrosis,SNOMEDCT,morphologic abnormality,Diffuse fibrosis
SCTID:125604000,Disease,Injury of foot,SNOMEDCT,disorder,Foot injury | Injury of foot
SCTID:125610000,Disease,Joint injury,SNOMEDCT,disorder,Joint injury
SCTID:1260236009,Qualifier,Maternal antenatal and/or intrapartum and/or postpartum period,SNOMEDCT,qualifier value,Maternal antenatal and/or intrapartum and/or postpartum period
SCTID:1264021005,Disease,Eruption of skin of face,SNOMEDCT,disorder,Eruption of skin of face | Face rash | Facial rash
SCTID:1264400000,AnatomicalSite,Structure of motor nervous system,SNOMEDCT,body structure,Structure of motor nervous system
SCTID:126877002,Disease,Disorder of glucose metabolism,SNOMEDCT,disorder,Disorder of glucose metabolism
SCTID:1269101009,Disease,Maternal disorder during antenatal and/or intrapartum and/or postpartum period,SNOMEDCT,disorder,Maternal disorder during antenatal and/or intrapartum and/or postpartum period | Maternal disorder during pregnancy and/or puerperium
SCTID:1269102002,Disease,Fetal disorder due to maternal disorder during pregnancy,SNOMEDCT,disorder,Fetal disorder due to maternal disorder during pregnancy | Fetal disorder due to maternal disorder of pregnancy
SCTID:1269103007,Disease,Early neonatal disorder due to maternal disorder during pregnancy,SNOMEDCT,disorder,Early neonatal disorder due to maternal disorder during pregnancy | Early neonatal disorder due to maternal disorder of pregnancy
SCTID:1269435001,Disease,Fetal intrapartum and/or early neonatal disorder,SNOMEDCT,disorder,Fetal intrapartum and/or early neonatal disorder
SCTID:127339009,Disease,Acute metabolic disorder,SNOMEDCT,disorder,Acute metabolic disease | Acute metabolic disorder
SCTID:127341005,Disease,Acute nervous system disorder,SNOMEDCT,disorder,Acute disease of nervous system | Acute nervous system disorder
SCTID:12738006,AnatomicalSite,Brain structure,SNOMEDCT,body structure,Brain | Brain structure
SCTID:1275616003,Disease,Lesion of retina,SNOMEDCT,disorder,Lesion of retina
SCTID:1275631007,Disease,Developmental and epileptic encephalopathy,SNOMEDCT,disorder,DEE - developmental and epileptic encephalopathy | Developmental and epileptic encephalopathy
SCTID:127856007,AnatomicalSite,Skin and/or subcutaneous tissue structure,SNOMEDCT,body structure,Skin and subcutaneous tissue | Skin and/or subcutaneous tissue structure
SCTID:127954009,AnatomicalSite,Skeletal muscle structure,SNOMEDCT,body structure,Skeletal muscle | Skeletal muscle structure
SCTID:1279707003,Disease,Lesion of cervical spinal nerve root,SNOMEDCT,disorder,Lesion of cervical nerve root | Lesion of cervical spinal nerve root
SCTID:1279732001,Disease,Lesion of retina of right eye,SNOMEDCT,disorder,Lesion of retina of right eye
SCTID:1279734000,Disease,Lesion of retina of left eye,SNOMEDCT,disorder,Lesion of retina of left eye
SCTID:1279736003,Disease,Lesion of retina of bilateral eyes,SNOMEDCT,disorder,Bilateral lesion of retina of eyes | Lesion of retina of bilateral eyes | Lesion of retina of both eyes
SCTID:128080005,Disease,Neurotrophic keratitis,SNOMEDCT,disorder,Anaesthetic keratopathy | Anesthetic keratopathy | Neuroparalytic keratopathy | Neurotrophic keratitis | Neurotrophic keratopathy
SCTID:128137003,Disease,Disorder of lower leg,SNOMEDCT,disorder,Disorder of lower leg
SCTID:128189008,Disease,Mononeuropathy,SNOMEDCT,disorder,Mononeuropathy
SCTID:128198006,AnatomicalSite,Lumbar spinal nerve root structure,SNOMEDCT,body structure,Lumbar nerve root | Lumbar spinal nerve root | Lumbar spinal nerve root structure
SCTID:128199003,AnatomicalSite,Sacral spinal nerve root structure,SNOMEDCT,body structure,Sacral spinal nerve root | Sacral spinal nerve root structure
SCTID:128236002,Disease,Chronic disease of skin,SNOMEDCT,disorder,Chronic dermatosis | Chronic disease of skin | Chronic skin disease
SCTID:128239009,Disease,Injury of nervous system,SNOMEDCT,disorder,Injury of nervous system | Neurological injury
SCTID:128276007,Disease,Cellulitis of foot,SNOMEDCT,disorder,Cellulitis of foot
SCTID:128283000,Disease,Chronic nervous system disorder,SNOMEDCT,disorder,Chronic disease of nervous system | Chronic disorder of nervous system | Chronic nervous system disease | Chronic nervous system disorder
SCTID:128289001,Disease,Chronic metabolic disorder,SNOMEDCT,disorder,Chronic metabolic disease | Chronic metabolic disorder
SCTID:128290005,Disease,Chronic disease of genitourinary system,SNOMEDCT,disorder,Chronic disease of genitourinary system | Chronic disorder of genitourinary system
SCTID:128292002,Disease,Chronic disease of cardiovascular system,SNOMEDCT,disorder,Chronic disease of cardiovascular system | Chronic disorder of cardiovascular system
SCTID:128305008,Morphology,Abnormally opaque structure,SNOMEDCT,morphologic abnormality,Abnormally opaque structure | Opacity
SCTID:128331005,Disease,Optic disc disorder,SNOMEDCT,disorder,Disorder of optic disc | Optic disc disorder | Optic disk disorder
SCTID:128597007,Disease,Disorder of digit,SNOMEDCT,disorder,Disorder of digit
SCTID:12907000,Disease,Thiamine-responsive megaloblastic anemia,SNOMEDCT,disorder,Thiamine-responsive megaloblastic anaemia | Thiamine-responsive megaloblastic anemia
SCTID:1296523008,Disease,Nocturnal hypoglycemia,SNOMEDCT,disorder,Nocturnal hypoglycaemia | Nocturnal hypoglycemia
SCTID:1296707006,Finding,Neovascularization of left eye,SNOMEDCT,finding,Neovascularisation of left eye | Neovascularization of left eye
SCTID:1296708001,Finding,Neovascularization of right eye,SNOMEDCT,finding,Neovascularisation of right eye | Neovascularization of right eye
SCTID:1296709009,Finding,Neovascularization of bilateral eyes,SNOMEDCT,finding,Bilateral neovascularisation of eyes | Bilateral neovascularization of eyes | Neovascularisation of bilateral eyes | Neovascularisation of both eyes | Neovascularization of bilateral eyes | Neovascularization of both eyes
SCTID:13018008,Morphology,Neovascularization,SNOMEDCT,morphologic abnormality,Neovascularisation | Neovascularity | Neovascularization | Vascularisation | Vascularization
