concept_id,node_type,preferred_name,source,category,synonyms
SCTID:110181000119105,Disease,Peripheral sensory neuropathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Peripheral sensory neuropathy due to type 2 diabetes mellitus
SCTID:111231000119109,Disease,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus,SNOMEDCT,Complication,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus
SCTID:111307005,Disease,Leprechaunism syndrome,SNOMEDCT,disorder,Donohue syndrome | Donohue's syndrome | Leprechaunism | Leprechaunism syndrome
SCTID:111556005,Disease,Ketoacidosis without coma due to diabetes mellitus,SNOMEDCT,Complication,Diabetic ketoacidosis without coma | Ketoacidosis without coma due to diabetes mellitus
SCTID:1142044000,Disease,Pre-existing malnutrition-related diabetes mellitus in pregnancy,SNOMEDCT,Complication,Pre-existing malnutrition-related diabetes mellitus in pregnancy
SCTID:1144894004,Disease,Peripheral autonomic neuropathy due to diabetes mellitus,SNOMEDCT,Complication,Peripheral autonomic neuropathy due to diabetes mellitus
SCTID:11530004,Disease,Brittle diabetes mellitus,SNOMEDCT,Complication,Brittle diabetes | Brittle diabetes mellitus | Labile diabetes | Unstable diabetes mellitus
SCTID:11687002,Disease,Gestational diabetes mellitus,SNOMEDCT,Complication,Diabetes mellitus arising in pregnancy | GDM - gestational diabetes mellitus | Gestational diabetes | Gestational diabetes mellitus | Maternal gestational diabetes mellitus
SCTID:1172389004,Disease,Disorder due to malnutrition related diabetes mellitus,SNOMEDCT,Complication,Disorder due to malnutrition related diabetes mellitus
SCTID:1196922005,Disease,Neovascular glaucoma due to diabetes mellitus type 2,SNOMEDCT,Complication,Neovascular glaucoma due to diabetes mellitus type 2 | Neovascular glaucoma due to type II diabetes mellitus
SCTID:1196923000,Disease,Neovascular glaucoma due to diabetes mellitus type 1,SNOMEDCT,Complication,Neovascular glaucoma due to diabetes mellitus type 1 | Neovascular glaucoma due to type I diabetes mellitus
SCTID:1197592001,Disease,"Intrauterine growth restriction, short stature, early adult-onset diabetes syndrome",SNOMEDCT,Complication,"Intrauterine growth restriction, short stature, early adult-onset diabetes syndrome"
SCTID:119831000119106,Disease,Hypoglycemia unawareness due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypoglycaemia unawareness due to type 2 diabetes mellitus | Hypoglycaemia unawareness in type 2 diabetes mellitus | Hypoglycemia unawareness due to type 2 diabetes mellitus | Hypoglycemia unawareness in type 2 diabetes mellitus
SCTID:120711000119108,Disease,Hypoglycemic unawareness due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypoglycaemic unawareness due to type 1 diabetes mellitus | Hypoglycaemic unawareness in type 1 diabetes mellitus | Hypoglycemic unawareness due to type 1 diabetes mellitus | Hypoglycemic unawareness in type 1 diabetes mellitus
SCTID:120731000119103,Disease,Hypoglycemia due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypoglycaemia due to type 2 diabetes mellitus | Hypoglycemia due to type 2 diabetes mellitus
SCTID:1217068008,Disease,Fulminant type 1 diabetes mellitus,SNOMEDCT,Complication,Fulminant type 1 diabetes mellitus
SCTID:1217674007,Disease,Neurotrophic keratitis due to diabetes mellitus,SNOMEDCT,Complication,Diabetic neurotrophic keratitis | Neurotrophic keratitis due to diabetes mellitus
SCTID:123763000,Disease,Houssay's syndrome,SNOMEDCT,disorder,Houssay syndrome | Houssay's syndrome
SCTID:1251386008,Disease,Disorder of skin due to diabetes mellitus,SNOMEDCT,Complication,Diabetic skin disorder | Disorder of skin due to diabetes mellitus
SCTID:1255271005,Disease,"Type 1 diabetes mellitus, central and peripheral neurodegeneration syndrome",SNOMEDCT,Complication,"Combined cerebellar and peripheral ataxia, deafness, diabetes mellitus syndrome | Combined cerebellar and peripheral ataxia, hearing loss, diabetes mellitus syndrome | Juvenile-onset diabetes mellitus, central and peripheral neurodegeneration syndrome | Type 1 diabetes mellitus, central and peripheral neurodegeneration syndrome"
SCTID:1259048007,Disease,Lesion of brachial plexus due to diabetes mellitus,SNOMEDCT,Complication,Brachial plexus lesion due to diabetes mellitus | Lesion of brachial plexus due to diabetes mellitus
SCTID:126534007,Disease,Mixed sensorimotor polyneuropathy due to diabetes mellitus,SNOMEDCT,Complication,Diabetic mixed sensory-motor polyneuropathy | Mixed sensorimotor polyneuropathy due to diabetes mellitus
SCTID:126535008,Disease,Motor polyneuropathy due to diabetes mellitus,SNOMEDCT,Complication,Diabetic motor polyneuropathy | Motor polyneuropathy due to diabetes mellitus
SCTID:127011001,Disease,Sensory neuropathy due to diabetes mellitus,SNOMEDCT,Complication,Sensory neuropathy due to diabetes mellitus
SCTID:127012008,Disease,Lipoatrophic diabetes,SNOMEDCT,Complication,Lipoatrophic diabetes | Lipodystrophic diabetes
SCTID:127013003,Disease,Disorder of kidney due to diabetes mellitus,SNOMEDCT,Complication,Diabetic nephropathy | Diabetic renal disease | Disorder of kidney due to diabetes mellitus | Kidney disorder due to diabetes mellitus | Renal disorder due to diabetes mellitus
SCTID:127014009,Disease,Peripheral angiopathy due to diabetes mellitus,SNOMEDCT,Complication,Diabetes with peripheral circulatory disorder | Diabetic peripheral angiopathy | Diabetic peripheral vascular disease | Peripheral angiopathy due to diabetes mellitus
SCTID:1285518004,Disease,Wolfram syndrome type 1,SNOMEDCT,disorder,WFS1 - Wolfram syndrome-1 | Wolfram syndrome type 1 | Wolfram syndrome type I
SCTID:1285519007,Disease,Wolfram syndrome type 2,SNOMEDCT,disorder,WFS2 - Wolfram syndrome-2 | Wolfram syndrome type 2 | Wolfram syndrome type II
SCTID:129599004,Disease,Large baby of diabetic mother,SNOMEDCT,Complication,Large baby of diabetic mother
SCTID:1303868000,Disease,"Developmental delay, epilepsy, neonatal diabetes syndrome, intermediate form",SNOMEDCT,Complication,"Developmental delay, epilepsy, neonatal diabetes syndrome, intermediate form | Intermediate DEND (developmental delay, epilepsy, neonatal diabetes) syndrome | Intermediate DEND syndrome"
SCTID:1306699009,Disease,Stable treated proliferative retinopathy due to diabetes mellitus,SNOMEDCT,Complication,Stable treated proliferative retinopathy due to diabetes mellitus
SCTID:1306700005,Disease,Stable treated proliferative retinopathy of bilateral eyes due to diabetes mellitus,SNOMEDCT,Complication,Bilateral stable treated proliferative retinopathy due to diabetes mellitus | Stable treated proliferative retinopathy of bilateral eyes due to diabetes mellitus | Stable treated proliferative retinopathy of both eyes due to diabetes mellitus
SCTID:1332436006,Disease,Hypertension in chronic kidney disease stage 3B due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 3B due to type 1 diabetes mellitus | Hypertension in chronic kidney disease stage 3B due to type I diabetes mellitus | Hypertension in chronic renal disease stage 3B due to type 1 diabetes mellitus
SCTID:1332441003,Disease,Hypertension in chronic kidney disease stage 3A due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 3A due to type 1 diabetes mellitus | Hypertension in chronic kidney disease stage 3A due to type I diabetes mellitus | Hypertension in chronic renal disease stage 3A due to type 1 diabetes mellitus
SCTID:1332442005,Disease,Hypertension in chronic kidney disease stage 3 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 3 due to type 1 diabetes mellitus | Hypertension in chronic kidney disease stage 3 due to type I diabetes mellitus | Hypertension in chronic renal disease stage 3 due to type 1 diabetes mellitus
SCTID:1332464001,Disease,Hypertension in chronic kidney disease stage 2 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 2 due to type 1 diabetes mellitus | Hypertension in chronic kidney disease stage 2 due to type I diabetes mellitus | Hypertension in chronic renal disease stage 2 due to type 1 diabetes mellitus
SCTID:1332465000,Disease,Hypertension in chronic kidney disease stage 3B due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 3B due to type 2 diabetes mellitus | Hypertension in chronic kidney disease stage 3B due to type II diabetes mellitus | Hypertension in chronic renal disease stage 3B due to type 2 diabetes mellitus
SCTID:1332466004,Disease,Hypertension in chronic kidney disease stage 3A due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 3A due to type 2 diabetes mellitus | Hypertension in chronic kidney disease stage 3A due to type II diabetes mellitus | Hypertension in chronic renal disease stage 3A due to type 2 diabetes mellitus
SCTID:1332467008,Disease,Hypertension in chronic kidney disease stage 5 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 5 due to type 1 diabetes mellitus | Hypertension in chronic kidney disease stage 5 due to type I diabetes mellitus | Hypertension in chronic renal disease stage 5 due to type 1 diabetes mellitus
SCTID:1332468003,Disease,Hypertension in chronic kidney disease stage 4 due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 4 due to type 1 diabetes mellitus | Hypertension in chronic kidney disease stage 4 due to type I diabetes mellitus | Hypertension in chronic renal disease stage 4 due to type 1 diabetes mellitus
SCTID:1332469006,Disease,Chronic kidney disease stage 3B due to type 2 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 3B due to type 2 diabetes mellitus | Chronic kidney disease stage 3B due to type II diabetes mellitus | Chronic renal disease stage 3B due to type 2 diabetes mellitus
SCTID:1332470007,Disease,Chronic kidney disease stage 3A due to type 2 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 3A due to type 2 diabetes mellitus | Chronic kidney disease stage 3A due to type II diabetes mellitus | Chronic renal disease stage 3A due to type 2 diabetes mellitus
SCTID:1332471006,Disease,Chronic kidney disease stage 3B due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 3B due to type 1 diabetes mellitus | Chronic kidney disease stage 3B due to type I diabetes mellitus | Chronic renal disease stage 3B due to type 1 diabetes mellitus
SCTID:1332472004,Disease,Chronic kidney disease stage 3A due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 3A due to type 1 diabetes mellitus | Chronic kidney disease stage 3A due to type I diabetes mellitus | Chronic renal disease stage 3A due to type 1 diabetes mellitus
SCTID:1344623000,Disease,Disorder of peripheral circulation due to malnutrition-related diabetes mellitus,SNOMEDCT,Complication,Disorder of peripheral circulation due to malnutrition-related diabetes mellitus | Malnutrition-related diabetes mellitus with peripheral circulatory disorder | Peripheral circulatory disorder due to malnutrition-related diabetes mellitus
SCTID:1354552000,Disease,Mild macular edema due to diabetes mellitus,SNOMEDCT,Complication,Mild diabetic macular edema | Mild diabetic macular oedema | Mild macular edema due to diabetes mellitus | Mild macular oedema due to diabetes mellitus
SCTID:1354553005,Disease,Moderate macular edema due to diabetes mellitus,SNOMEDCT,Complication,Moderate diabetic macular edema | Moderate diabetic macular oedema | Moderate macular edema due to diabetes mellitus | Moderate macular oedema due to diabetes mellitus
SCTID:1354554004,Disease,Severe macular edema due to diabetes mellitus,SNOMEDCT,Complication,Severe diabetic macular edema | Severe diabetic macular oedema | Severe macular edema due to diabetes mellitus | Severe macular oedema due to diabetes mellitus
SCTID:1367802006,Disease,Diabetes mellitus due to chronic pancreatitis,SNOMEDCT,Complication,Diabetes mellitus due to chronic pancreatitis
SCTID:137931000119102,Disease,Hyperlipidemia due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hyperlipidaemia due to type 2 diabetes mellitus | Hyperlipidemia due to type 2 diabetes mellitus
SCTID:137941000119106,Disease,Hyperlipidemia due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hyperlipidaemia due to type 1 diabetes mellitus | Hyperlipidemia due to type 1 diabetes mellitus
SCTID:138811000119100,Disease,Complication due to secondary diabetes mellitus,SNOMEDCT,Complication,Complication due to secondary diabetes mellitus
SCTID:138881000119106,Disease,Mild nonproliferative retinopathy due to type 1 diabetes mellitus,SNOMEDCT,Complication,Mild nonproliferative retinopathy due to type 1 diabetes mellitus
SCTID:138891000119109,Disease,Moderate nonproliferative retinopathy due to type 1 diabetes mellitus,SNOMEDCT,Complication,Moderate nonproliferative retinopathy due to type 1 diabetes mellitus
SCTID:138911000119106,Disease,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Mild nonproliferative retinopathy due to type 2 diabetes mellitus
SCTID:138921000119104,Disease,Moderate nonproliferative retinopathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Moderate nonproliferative retinopathy due to type 2 diabetes mellitus
SCTID:1396367007,Disease,Chronic kidney disease stage 5 on dialysis due to type 1 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 5 on dialysis due to type 1 diabetes mellitus | End stage renal disease on dialysis due to type 1 diabetes mellitus
SCTID:1396369005,Disease,Chronic kidney disease stage 5 on dialysis due to type 2 diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 5 on dialysis due to type 2 diabetes mellitus | End stage renal disease on dialysis due to type 2 diabetes mellitus
SCTID:1396370006,Disease,Chronic kidney disease stage 5 on dialysis due to drug induced diabetes mellitus,SNOMEDCT,Complication,Chronic kidney disease stage 5 on dialysis due to drug induced diabetes mellitus | End stage renal disease on dialysis due to drug induced diabetes mellitus
SCTID:1396374002,Disease,Hypertension in chronic kidney disease stage 5 on dialysis due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus | Hypertension in chronic kidney disease stage 5 on dialysis due to type 1 diabetes mellitus
SCTID:1396375001,Disease,Hypertension in chronic kidney disease stage 5 on dialysis due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus | Hypertension in chronic kidney disease stage 5 on dialysis due to type 2 diabetes mellitus
SCTID:1396468003,Disease,Macular edema and retinopathy of right eye due to type 2 diabetes mellitus,SNOMEDCT,Complication,Macular edema and retinopathy of right eye due to type 2 diabetes mellitus | Macular oedema and retinopathy of right eye due to type 2 diabetes mellitus
SCTID:1396469006,Disease,Macular edema and retinopathy of left eye due to type 2 diabetes mellitus,SNOMEDCT,Complication,Macular edema and retinopathy of left eye due to type 2 diabetes mellitus | Macular oedema and retinopathy of left eye due to type 2 diabetes mellitus
SCTID:140101000119109,Disease,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus | Hypertension in chronic kidney disease stage 5 due to type II diabetes mellitus
SCTID:140111000119107,Disease,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus | Hypertension in chronic kidney disease stage 4 due to type II diabetes mellitus
SCTID:140121000119100,Disease,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus | Hypertension in chronic kidney disease stage 3 due to type II diabetes mellitus
SCTID:140131000119102,Disease,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus | Hypertension in chronic kidney disease stage 2 due to type II diabetes mellitus
SCTID:140381000119104,Disease,Neuropathic ulcer of toe due to type 2 diabetes mellitus,SNOMEDCT,Complication,Neuropathic toe ulcer due to type 2 diabetes mellitus | Neuropathic ulcer of toe due to type 2 diabetes mellitus
SCTID:140391000119101,Disease,Ulcer of toe due to type 2 diabetes mellitus,SNOMEDCT,Complication,Ulcer of toe due to type 2 diabetes mellitus
SCTID:140521000119107,Disease,Ischemic ulcer of foot due to type 2 diabetes mellitus,SNOMEDCT,Complication,Ischaemic foot ulcer due to type 2 diabetes mellitus | Ischaemic ulcer of foot due to type 2 diabetes mellitus | Ischemic foot ulcer due to type 2 diabetes mellitus | Ischemic ulcer of foot due to type 2 diabetes mellitus
SCTID:140531000119105,Disease,Neuropathic ulcer of foot due to type 2 diabetes mellitus,SNOMEDCT,Complication,Neuropathic foot ulcer due to type 2 diabetes mellitus | Neuropathic ulcer of foot due to type 2 diabetes mellitus
SCTID:1481000119100,Disease,Diabetes mellitus type 2 without retinopathy,SNOMEDCT,Complication,Diabetes mellitus type 2 without retinopathy
SCTID:1491000119102,Disease,Vitreous hemorrhage due to type 2 diabetes mellitus,SNOMEDCT,Complication,Vitreous haemorrhage due to type 2 diabetes mellitus | Vitreous haemorrhage with type 2 diabetes mellitus | Vitreous hemorrhage due to type 2 diabetes mellitus | Vitreous hemorrhage with type 2 diabetes mellitus
SCTID:1501000119109,Disease,Proliferative retinopathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Proliferative diabetic retinopathy due to type II diabetes mellitus | Proliferative retinopathy due to type 2 diabetes mellitus | Proliferative retinopathy with type 2 diabetes mellitus
SCTID:1511000119107,Disease,Peripheral neuropathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Peripheral neuropathy due to type 2 diabetes mellitus | Peripheral neuropathy with type 2 diabetes
SCTID:1521000119100,Disease,Ulcer of foot due to type 2 diabetes mellitus,SNOMEDCT,Complication,Foot ulcer due to type 2 diabetes mellitus | Foot ulcer due to type II diabetes mellitus | Ulcer of foot due to type 2 diabetes mellitus
SCTID:1531000119102,Disease,Dermopathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Dermopathy due to type 2 diabetes mellitus
SCTID:1551000119108,Disease,Nonproliferative retinopathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus | Nonproliferative diabetic retinopathy due to type II diabetes mellitus | Nonproliferative retinopathy due to type 2 diabetes mellitus
SCTID:1571000119104,Disease,Mixed hyperlipidemia due to type 1 diabetes mellitus,SNOMEDCT,Complication,Mixed hyperlipidaemia due to type 1 diabetes mellitus | Mixed hyperlipidemia due to type 1 diabetes mellitus
SCTID:157141000119108,Disease,Proteinuria due to type 2 diabetes mellitus,SNOMEDCT,Complication,Proteinuria due to type 2 diabetes mellitus
SCTID:15936501000119100,Disease,Inflammatory dermatosis due to type 2 diabetes mellitus,SNOMEDCT,Complication,Dermatitis due to type 2 diabetes mellitus | Inflammatory dermatosis due to type 2 diabetes mellitus
SCTID:164881000119109,Disease,Ulcer of foot due to type 1 diabetes mellitus,SNOMEDCT,Complication,Foot ulcer due to type 1 diabetes mellitus | Ulcer of foot due to type 1 diabetes mellitus
SCTID:164971000119101,Disease,Type 2 diabetes mellitus controlled by diet,SNOMEDCT,Complication,Type 2 diabetes mellitus controlled by diet
SCTID:16697421000119103,Disease,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 1
SCTID:16697471000119102,Disease,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 1
SCTID:16697521000119104,Disease,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1,SNOMEDCT,Complication,Bilateral moderate nonproliferative retinopathy due to diabetes mellitus type 1 | Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 | Moderate nonproliferative retinopathy of both eyes due to diabetes mellitus type 1
SCTID:16739971000119103,Disease,Proliferative retinopathy of right eye following surgery due to diabetes mellitus,SNOMEDCT,Complication,Proliferative diabetic retinopathy of right eye following surgery | Proliferative retinopathy of right eye following surgery due to diabetes mellitus
SCTID:16740051000119100,Disease,Proliferative retinopathy of left eye following surgery due to diabetes mellitus,SNOMEDCT,Complication,Proliferative diabetic retinopathy of left eye following surgery | Proliferative retinopathy of left eye following surgery due to diabetes mellitus
SCTID:16745051000119107,Disease,Nonproliferative retinopathy of right eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Nonproliferative retinopathy of right eye due to diabetes mellitus type 2
SCTID:16745131000119100,Disease,Nonproliferative retinopathy of left eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Nonproliferative retinopathy of left eye due to diabetes mellitus type 2
SCTID:16745211000119100,Disease,Nonproliferative retinopathy of left eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Nonproliferative retinopathy of left eye due to diabetes mellitus type 1
SCTID:16745411000119104,Disease,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1,SNOMEDCT,Complication,Bilateral mild nonproliferative retinopathy due to diabetes mellitus type 1 | Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 | Mild nonproliferative retinopathy of both eyes due to diabetes mellitus type 1
SCTID:16745531000119108,Disease,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 2
SCTID:16745611000119102,Disease,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 1
SCTID:16745651000119101,Disease,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 2
SCTID:16745891000119105,Disease,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 1
SCTID:16745931000119102,Disease,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2,SNOMEDCT,Complication,Bilateral mild nonproliferative retinopathy due to diabetes mellitus type 2 | Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 | Mild nonproliferative retinopathy of both eyes due to diabetes mellitus type 2
SCTID:16746131000119105,Disease,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 2
SCTID:16746261000119108,Disease,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 2
SCTID:16746341000119103,Disease,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2,SNOMEDCT,Complication,Bilateral moderate nonproliferative retinopathy due to diabetes mellitus type 2 | Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 | Moderate nonproliferative retinopathy of both eyes due to diabetes mellitus type 2
SCTID:16746661000119106,Disease,Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1,SNOMEDCT,Complication,Bilateral nonproliferative retinopathy of eyes due to diabetes mellitus type 1 | Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 | Nonproliferative retinopathy of both eyes due to diabetes mellitus type 1
SCTID:16746741000119102,Disease,Nonproliferative retinopathy of right eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Nonproliferative retinopathy of right eye due to diabetes mellitus type 1
SCTID:16746901000119101,Disease,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 2
SCTID:16746941000119104,Disease,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 1
SCTID:16747021000119109,Disease,Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2,SNOMEDCT,Complication,Bilateral severe nonproliferative retinopathy of eyes due to diabetes mellitus type 2 | Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 | Severe nonproliferative retinopathy of both eyes due to diabetes mellitus type 2
SCTID:16747101000119101,Disease,Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1,SNOMEDCT,Complication,Bilateral severe nonproliferative retinopathy of eyes due to diabetes mellitus type 1 | Severe nonproliferative diabetic retinopathy of bilateral eyes due to diabetes mellitus type 1 | Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 | Severe nonproliferative retinopathy of both eyes due to diabetes mellitus type 1
SCTID:16747141000119104,Disease,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 2
SCTID:16747341000119101,Disease,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 1
SCTID:16747661000119109,Disease,Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2,SNOMEDCT,Complication,Bilateral nonproliferative retinopathy due to diabetes mellitus type 2 | Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 | Nonproliferative retinopathy of both eyes due to diabetes mellitus type 2
SCTID:16747741000119100,Disease,Proliferative retinopathy of left eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Proliferative retinopathy of left eye due to diabetes mellitus type 1
SCTID:16747901000119104,Disease,Proliferative retinopathy of left eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Proliferative retinopathy of left eye due to diabetes mellitus type 2
SCTID:16748141000119100,Disease,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 2,SNOMEDCT,Complication,Bilateral proliferative retinopathy due to diabetes mellitus type 2 | Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 | Proliferative retinopathy of both eyes due to diabetes mellitus type 2
SCTID:16748741000119101,Disease,Proliferative retinopathy of right eye due to diabetes mellitus type 1,SNOMEDCT,Complication,Proliferative retinopathy of right eye due to diabetes mellitus type 1
SCTID:16749661000119102,Disease,Proliferative retinopathy of right eye due to diabetes mellitus type 2,SNOMEDCT,Complication,Proliferative retinopathy of right eye due to diabetes mellitus type 2
SCTID:16749781000119101,Disease,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 1,SNOMEDCT,Complication,Bilateral proliferative retinopathy of eyes due to diabetes mellitus type 1 | Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 1 | Proliferative retinopathy of both eyes due to diabetes mellitus type 1
SCTID:16891151000119103,Disease,Coronary artery disease due to type 2 diabetes mellitus,SNOMEDCT,Complication,Coronary artery disease due to type 2 diabetes mellitus
SCTID:16891191000119108,Disease,Coronary artery disease due to type 1 diabetes mellitus,SNOMEDCT,Complication,Coronary artery disease due to type 1 diabetes mellitus
SCTID:170766006,Disease,Loss of hypoglycemic warning due to diabetes mellitus,SNOMEDCT,Complication,Hypoglycaemia unawareness | Hypoglycemia unawareness | Loss of hypoglycaemic warning | Loss of hypoglycaemic warning due to diabetes mellitus | Loss of hypoglycemic warning | Loss of hypoglycemic warning due to diabetes mellitus
SCTID:18311000119109,Finding,Infant of diabetic mother,SNOMEDCT,finding,Infant of diabetic mother
SCTID:18521000119106,Disease,Microalbuminuria due to type 1 diabetes mellitus,SNOMEDCT,Complication,Microalbuminuria due to type 1 diabetes mellitus
SCTID:190330002,Disease,Hyperosmolar coma due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hyperosmolar coma due to type 1 diabetes mellitus | Type 1 diabetes mellitus with hyperosmolar coma
SCTID:190331003,Disease,Hyperosmolar coma due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hyperosmolar coma due to type 2 diabetes mellitus | Type 2 diabetes mellitus with hyperosmolar coma
SCTID:190368000,Disease,Type I diabetes mellitus with ulcer,SNOMEDCT,Complication,Insulin-dependent diabetes mellitus with ulcer | Type 1 diabetes mellitus with ulcer | Type I diabetes mellitus with ulcer
SCTID:190372001,Disease,Type I diabetes mellitus maturity onset,SNOMEDCT,Complication,Insulin-dependent diabetes maturity onset | Type 1 diabetes mellitus maturity onset | Type I diabetes mellitus maturity onset
SCTID:190389009,Disease,Type II diabetes mellitus with ulcer,SNOMEDCT,Complication,Type 2 diabetes mellitus with ulcer | Type II diabetes mellitus with ulcer
